SalesOrderNumber,OrderDate,ProductKey,SalesTerritoryKey,OrderQuantity,UnitPrice,SalesAmount,TotalProductCost
SO61549,2013-07-05 00:00:00.000,357,10,1,2319.99,2319.99,1265.6195
SO61550,2013-07-05 00:00:00.000,361,10,1,2294.99,2294.99,1251.9813
SO61550,2013-07-05 00:00:00.000,537,10,1,35.00,35.00,13.09
SO61550,2013-07-05 00:00:00.000,528,10,1,4.99,4.99,1.8663
SO61550,2013-07-05 00:00:00.000,480,10,1,2.29,2.29,0.8565
SO61551,2013-07-05 00:00:00.000,214,4,1,34.99,34.99,13.0863
SO61551,2013-07-05 00:00:00.000,463,4,1,24.49,24.49,9.1593
SO61552,2013-07-05 00:00:00.000,529,6,1,3.99,3.99,1.4923
SO61552,2013-07-05 00:00:00.000,217,6,1,34.99,34.99,13.0863
SO61552,2013-07-05 00:00:00.000,237,6,1,49.99,49.99,38.4923
SO61553,2013-07-05 00:00:00.000,231,4,1,49.99,49.99,38.4923
SO61553,2013-07-05 00:00:00.000,225,4,1,8.99,8.99,6.9223
SO61554,2013-07-05 00:00:00.000,538,4,1,21.49,21.49,8.0373
SO61554,2013-07-05 00:00:00.000,529,4,1,3.99,3.99,1.4923
SO61554,2013-07-05 00:00:00.000,214,4,1,34.99,34.99,13.0863
SO61555,2013-07-05 00:00:00.000,528,6,1,4.99,4.99,1.8663
SO61555,2013-07-05 00:00:00.000,535,6,1,24.99,24.99,9.3463
SO61555,2013-07-05 00:00:00.000,480,6,1,2.29,2.29,0.8565
SO61556,2013-07-05 00:00:00.000,540,4,1,32.60,32.60,12.1924
SO61556,2013-07-05 00:00:00.000,529,4,1,3.99,3.99,1.4923
SO61557,2013-07-05 00:00:00.000,540,1,1,32.60,32.60,12.1924
SO61558,2013-07-05 00:00:00.000,536,6,1,29.99,29.99,11.2163
SO61558,2013-07-05 00:00:00.000,528,6,1,4.99,4.99,1.8663
SO61558,2013-07-05 00:00:00.000,480,6,1,2.29,2.29,0.8565
SO61559,2013-07-05 00:00:00.000,529,6,1,3.99,3.99,1.4923
SO61559,2013-07-05 00:00:00.000,540,6,1,32.60,32.60,12.1924
SO61559,2013-07-05 00:00:00.000,465,6,1,24.49,24.49,9.1593
SO61559,2013-07-05 00:00:00.000,222,6,1,34.99,34.99,13.0863
SO61560,2013-07-05 00:00:00.000,478,6,1,9.99,9.99,3.7363
SO61560,2013-07-05 00:00:00.000,477,6,1,4.99,4.99,1.8663
SO61560,2013-07-05 00:00:00.000,217,6,1,34.99,34.99,13.0863
SO61561,2013-07-05 00:00:00.000,477,1,1,4.99,4.99,1.8663
SO61561,2013-07-05 00:00:00.000,484,1,1,7.95,7.95,2.9733
SO61562,2013-07-05 00:00:00.000,485,6,1,21.98,21.98,8.2205
SO61562,2013-07-05 00:00:00.000,222,6,1,34.99,34.99,13.0863
SO61563,2013-07-05 00:00:00.000,528,8,1,4.99,4.99,1.8663
SO61563,2013-07-05 00:00:00.000,217,8,1,34.99,34.99,13.0863
SO61564,2013-07-05 00:00:00.000,528,8,1,4.99,4.99,1.8663
SO61565,2013-07-05 00:00:00.000,537,8,1,35.00,35.00,13.09
SO61565,2013-07-05 00:00:00.000,528,8,1,4.99,4.99,1.8663
SO61565,2013-07-05 00:00:00.000,480,8,1,2.29,2.29,0.8565
SO61566,2013-07-05 00:00:00.000,529,10,1,3.99,3.99,1.4923
SO61566,2013-07-05 00:00:00.000,540,10,1,32.60,32.60,12.1924
SO61566,2013-07-05 00:00:00.000,217,10,1,34.99,34.99,13.0863
SO61567,2013-07-05 00:00:00.000,539,7,1,24.99,24.99,9.3463
SO61567,2013-07-05 00:00:00.000,529,7,1,3.99,3.99,1.4923
SO61567,2013-07-05 00:00:00.000,217,7,1,34.99,34.99,13.0863
SO61568,2013-07-05 00:00:00.000,535,10,1,24.99,24.99,9.3463
SO61568,2013-07-05 00:00:00.000,480,10,1,2.29,2.29,0.8565
SO61569,2013-07-05 00:00:00.000,536,7,1,29.99,29.99,11.2163
SO61569,2013-07-05 00:00:00.000,528,7,1,4.99,4.99,1.8663
SO61569,2013-07-05 00:00:00.000,214,7,1,34.99,34.99,13.0863
SO61570,2013-07-05 00:00:00.000,536,7,1,29.99,29.99,11.2163
SO61570,2013-07-05 00:00:00.000,528,7,1,4.99,4.99,1.8663
SO61570,2013-07-05 00:00:00.000,480,7,1,2.29,2.29,0.8565
SO61570,2013-07-05 00:00:00.000,486,7,1,159.00,159.00,59.466
SO61570,2013-07-05 00:00:00.000,225,7,1,8.99,8.99,6.9223
SO61571,2013-07-05 00:00:00.000,536,8,1,29.99,29.99,11.2163
SO61571,2013-07-05 00:00:00.000,528,8,1,4.99,4.99,1.8663
SO61571,2013-07-05 00:00:00.000,487,8,1,54.99,54.99,20.5663
SO61572,2013-07-05 00:00:00.000,538,10,1,21.49,21.49,8.0373
SO61572,2013-07-05 00:00:00.000,529,10,1,3.99,3.99,1.4923
SO61572,2013-07-05 00:00:00.000,482,10,1,8.99,8.99,3.3623
SO61573,2013-07-05 00:00:00.000,477,10,1,4.99,4.99,1.8663
SO61573,2013-07-05 00:00:00.000,482,10,1,8.99,8.99,3.3623
SO61574,2013-07-05 00:00:00.000,538,10,1,21.49,21.49,8.0373
SO61574,2013-07-05 00:00:00.000,480,10,1,2.29,2.29,0.8565
SO61575,2013-07-05 00:00:00.000,485,6,1,21.98,21.98,8.2205
SO61575,2013-07-05 00:00:00.000,234,6,1,49.99,49.99,38.4923
SO61576,2013-07-05 00:00:00.000,528,4,1,4.99,4.99,1.8663
SO61576,2013-07-05 00:00:00.000,537,4,1,35.00,35.00,13.09
SO61576,2013-07-05 00:00:00.000,480,4,1,2.29,2.29,0.8565
SO61576,2013-07-05 00:00:00.000,484,4,1,7.95,7.95,2.9733
SO61577,2013-07-05 00:00:00.000,485,4,1,21.98,21.98,8.2205
SO61577,2013-07-05 00:00:00.000,217,4,1,34.99,34.99,13.0863
SO61578,2013-07-05 00:00:00.000,490,10,1,53.99,53.99,41.5723
SO61579,2013-07-05 00:00:00.000,485,4,1,21.98,21.98,8.2205
SO61579,2013-07-05 00:00:00.000,214,4,1,34.99,34.99,13.0863
SO61579,2013-07-05 00:00:00.000,234,4,1,49.99,49.99,38.4923
SO61580,2013-07-05 00:00:00.000,357,6,1,2319.99,2319.99,1265.6195
SO61580,2013-07-05 00:00:00.000,487,6,1,54.99,54.99,20.5663
SO61581,2013-07-05 00:00:00.000,355,4,1,2319.99,2319.99,1265.6195
SO61581,2013-07-05 00:00:00.000,485,4,1,21.98,21.98,8.2205
SO61581,2013-07-05 00:00:00.000,488,4,1,53.99,53.99,41.5723
SO61582,2013-07-05 00:00:00.000,568,10,1,742.35,742.35,461.4448
SO61582,2013-07-05 00:00:00.000,217,10,1,34.99,34.99,13.0863
SO61583,2013-07-05 00:00:00.000,563,7,1,2384.07,2384.07,1481.9379
SO61583,2013-07-05 00:00:00.000,541,7,1,28.99,28.99,10.8423
SO61584,2013-07-05 00:00:00.000,388,9,1,1120.49,1120.49,713.0798
SO61584,2013-07-05 00:00:00.000,222,9,1,34.99,34.99,13.0863
SO61585,2013-07-05 00:00:00.000,384,9,1,1120.49,1120.49,713.0798
SO61586,2013-07-05 00:00:00.000,386,9,1,1120.49,1120.49,713.0798
SO61586,2013-07-05 00:00:00.000,539,9,1,24.99,24.99,9.3463
SO61586,2013-07-05 00:00:00.000,529,9,1,3.99,3.99,1.4923
SO61586,2013-07-05 00:00:00.000,480,9,1,2.29,2.29,0.8565
SO61587,2013-07-05 00:00:00.000,353,9,1,2319.99,2319.99,1265.6195
SO61587,2013-07-05 00:00:00.000,485,9,1,21.98,21.98,8.2205
SO61587,2013-07-05 00:00:00.000,480,9,1,2.29,2.29,0.8565
SO61588,2013-07-05 00:00:00.000,353,9,1,2319.99,2319.99,1265.6195
SO61588,2013-07-05 00:00:00.000,537,9,1,35.00,35.00,13.09
SO61589,2013-07-05 00:00:00.000,567,4,1,742.35,742.35,461.4448
SO61589,2013-07-05 00:00:00.000,477,4,1,4.99,4.99,1.8663
SO61589,2013-07-05 00:00:00.000,479,4,1,8.99,8.99,3.3623
SO61590,2013-07-05 00:00:00.000,562,4,1,2384.07,2384.07,1481.9379
SO61590,2013-07-05 00:00:00.000,222,4,1,34.99,34.99,13.0863
SO61591,2013-07-05 00:00:00.000,605,4,1,539.99,539.99,343.6496
SO61591,2013-07-05 00:00:00.000,538,4,1,21.49,21.49,8.0373
SO61591,2013-07-05 00:00:00.000,529,4,1,3.99,3.99,1.4923
SO61591,2013-07-05 00:00:00.000,487,4,1,54.99,54.99,20.5663
SO61592,2013-07-05 00:00:00.000,384,10,1,1120.49,1120.49,713.0798
SO61592,2013-07-05 00:00:00.000,488,10,1,53.99,53.99,41.5723
SO61593,2013-07-05 00:00:00.000,384,8,1,1120.49,1120.49,713.0798
SO61593,2013-07-05 00:00:00.000,214,8,1,34.99,34.99,13.0863
SO61593,2013-07-05 00:00:00.000,225,8,1,8.99,8.99,6.9223
SO61594,2013-07-05 00:00:00.000,606,7,1,539.99,539.99,343.6496
SO61594,2013-07-05 00:00:00.000,479,7,1,8.99,8.99,3.3623
SO61594,2013-07-05 00:00:00.000,477,7,1,4.99,4.99,1.8663
SO61594,2013-07-05 00:00:00.000,491,7,1,53.99,53.99,41.5723
SO61594,2013-07-05 00:00:00.000,225,7,1,8.99,8.99,6.9223
SO61595,2013-07-05 00:00:00.000,606,10,1,539.99,539.99,343.6496
SO61595,2013-07-05 00:00:00.000,477,10,1,4.99,4.99,1.8663
SO61595,2013-07-05 00:00:00.000,479,10,1,8.99,8.99,3.3623
SO61595,2013-07-05 00:00:00.000,489,10,1,53.99,53.99,41.5723
SO61596,2013-07-05 00:00:00.000,590,9,1,769.49,769.49,419.7784
SO61597,2013-07-05 00:00:00.000,606,9,1,539.99,539.99,343.6496
SO61597,2013-07-05 00:00:00.000,538,9,1,21.49,21.49,8.0373
SO61597,2013-07-05 00:00:00.000,480,9,1,2.29,2.29,0.8565
SO61598,2013-07-06 00:00:00.000,474,9,1,69.99,69.99,26.1763
SO61598,2013-07-06 00:00:00.000,489,9,1,53.99,53.99,41.5723
SO61598,2013-07-06 00:00:00.000,225,9,1,8.99,8.99,6.9223
SO61599,2013-07-06 00:00:00.000,528,9,1,4.99,4.99,1.8663
SO61599,2013-07-06 00:00:00.000,480,9,1,2.29,2.29,0.8565
SO61600,2013-07-06 00:00:00.000,214,9,1,34.99,34.99,13.0863
SO61601,2013-07-06 00:00:00.000,582,7,1,1700.99,1700.99,1082.51
SO61601,2013-07-06 00:00:00.000,479,7,1,8.99,8.99,3.3623
SO61601,2013-07-06 00:00:00.000,477,7,1,4.99,4.99,1.8663
SO61601,2013-07-06 00:00:00.000,214,7,1,34.99,34.99,13.0863
SO61602,2013-07-06 00:00:00.000,380,7,1,2443.35,2443.35,1554.9479
SO61602,2013-07-06 00:00:00.000,540,7,1,32.60,32.60,12.1924
SO61602,2013-07-06 00:00:00.000,222,7,1,34.99,34.99,13.0863
SO61602,2013-07-06 00:00:00.000,225,7,1,8.99,8.99,6.9223
SO61603,2013-07-06 00:00:00.000,374,7,1,2443.35,2443.35,1554.9479
SO61603,2013-07-06 00:00:00.000,484,7,1,7.95,7.95,2.9733
SO61604,2013-07-06 00:00:00.000,353,10,1,2319.99,2319.99,1265.6195
SO61604,2013-07-06 00:00:00.000,485,10,1,21.98,21.98,8.2205
SO61605,2013-07-06 00:00:00.000,225,1,1,8.99,8.99,6.9223
SO61605,2013-07-06 00:00:00.000,489,1,1,53.99,53.99,41.5723
SO61606,2013-07-06 00:00:00.000,541,1,1,28.99,28.99,10.8423
SO61606,2013-07-06 00:00:00.000,530,1,1,4.99,4.99,1.8663
SO61606,2013-07-06 00:00:00.000,214,1,1,34.99,34.99,13.0863
SO61607,2013-07-06 00:00:00.000,535,6,1,24.99,24.99,9.3463
SO61607,2013-07-06 00:00:00.000,528,6,1,4.99,4.99,1.8663
SO61607,2013-07-06 00:00:00.000,214,6,1,34.99,34.99,13.0863
SO61608,2013-07-06 00:00:00.000,541,4,1,28.99,28.99,10.8423
SO61608,2013-07-06 00:00:00.000,530,4,1,4.99,4.99,1.8663
SO61608,2013-07-06 00:00:00.000,222,4,1,34.99,34.99,13.0863
SO61608,2013-07-06 00:00:00.000,467,4,1,24.49,24.49,9.1593
SO61609,2013-07-06 00:00:00.000,528,6,1,4.99,4.99,1.8663
SO61609,2013-07-06 00:00:00.000,535,6,1,24.99,24.99,9.3463
SO61609,2013-07-06 00:00:00.000,482,6,1,8.99,8.99,3.3623
SO61610,2013-07-06 00:00:00.000,535,4,1,24.99,24.99,9.3463
SO61610,2013-07-06 00:00:00.000,480,4,1,2.29,2.29,0.8565
SO61610,2013-07-06 00:00:00.000,483,4,1,120.00,120.00,44.88
SO61611,2013-07-06 00:00:00.000,538,6,1,21.49,21.49,8.0373
SO61611,2013-07-06 00:00:00.000,529,6,1,3.99,3.99,1.4923
SO61611,2013-07-06 00:00:00.000,217,6,1,34.99,34.99,13.0863
SO61612,2013-07-06 00:00:00.000,529,6,1,3.99,3.99,1.4923
SO61612,2013-07-06 00:00:00.000,540,6,1,32.60,32.60,12.1924
SO61612,2013-07-06 00:00:00.000,480,6,1,2.29,2.29,0.8565
SO61612,2013-07-06 00:00:00.000,483,6,1,120.00,120.00,44.88
SO61613,2013-07-06 00:00:00.000,540,6,1,32.60,32.60,12.1924
SO61613,2013-07-06 00:00:00.000,529,6,1,3.99,3.99,1.4923
SO61613,2013-07-06 00:00:00.000,480,6,1,2.29,2.29,0.8565
SO61614,2013-07-06 00:00:00.000,536,6,1,29.99,29.99,11.2163
SO61614,2013-07-06 00:00:00.000,528,6,1,4.99,4.99,1.8663
SO61614,2013-07-06 00:00:00.000,485,6,1,21.98,21.98,8.2205
SO61614,2013-07-06 00:00:00.000,477,6,1,4.99,4.99,1.8663
SO61614,2013-07-06 00:00:00.000,478,6,1,9.99,9.99,3.7363
SO61614,2013-07-06 00:00:00.000,214,6,1,34.99,34.99,13.0863
SO61615,2013-07-06 00:00:00.000,478,6,1,9.99,9.99,3.7363
SO61615,2013-07-06 00:00:00.000,477,6,1,4.99,4.99,1.8663
SO61615,2013-07-06 00:00:00.000,214,6,1,34.99,34.99,13.0863
SO61616,2013-07-06 00:00:00.000,478,1,1,9.99,9.99,3.7363
SO61616,2013-07-06 00:00:00.000,473,1,1,63.50,63.50,23.749
SO61616,2013-07-06 00:00:00.000,477,1,1,4.99,4.99,1.8663
SO61617,2013-07-06 00:00:00.000,475,6,1,69.99,69.99,26.1763
SO61618,2013-07-06 00:00:00.000,475,4,1,69.99,69.99,26.1763
SO61618,2013-07-06 00:00:00.000,228,4,1,49.99,49.99,38.4923
SO61619,2013-07-06 00:00:00.000,528,6,1,4.99,4.99,1.8663
SO61619,2013-07-06 00:00:00.000,214,6,1,34.99,34.99,13.0863
SO61620,2013-07-06 00:00:00.000,528,1,1,4.99,4.99,1.8663
SO61620,2013-07-06 00:00:00.000,217,1,1,34.99,34.99,13.0863
SO61620,2013-07-06 00:00:00.000,463,1,1,24.49,24.49,9.1593
SO61621,2013-07-06 00:00:00.000,485,1,1,21.98,21.98,8.2205
SO61621,2013-07-06 00:00:00.000,467,1,1,24.49,24.49,9.1593
SO61622,2013-07-06 00:00:00.000,485,4,1,21.98,21.98,8.2205
SO61623,2013-07-06 00:00:00.000,539,8,1,24.99,24.99,9.3463
SO61623,2013-07-06 00:00:00.000,488,8,1,53.99,53.99,41.5723
SO61624,2013-07-06 00:00:00.000,539,7,1,24.99,24.99,9.3463
SO61624,2013-07-06 00:00:00.000,529,7,1,3.99,3.99,1.4923
SO61624,2013-07-06 00:00:00.000,228,7,1,49.99,49.99,38.4923
SO61625,2013-07-06 00:00:00.000,477,10,1,4.99,4.99,1.8663
SO61625,2013-07-06 00:00:00.000,217,10,1,34.99,34.99,13.0863
SO61625,2013-07-06 00:00:00.000,225,10,1,8.99,8.99,6.9223
SO61626,2013-07-06 00:00:00.000,529,7,1,3.99,3.99,1.4923
SO61627,2013-07-06 00:00:00.000,538,8,1,21.49,21.49,8.0373
SO61627,2013-07-06 00:00:00.000,480,8,1,2.29,2.29,0.8565
SO61628,2013-07-06 00:00:00.000,538,10,1,21.49,21.49,8.0373
SO61628,2013-07-06 00:00:00.000,529,10,1,3.99,3.99,1.4923
SO61628,2013-07-06 00:00:00.000,480,10,1,2.29,2.29,0.8565
SO61629,2013-07-06 00:00:00.000,530,8,1,4.99,4.99,1.8663
SO61629,2013-07-06 00:00:00.000,487,8,1,54.99,54.99,20.5663
SO61629,2013-07-06 00:00:00.000,231,8,1,49.99,49.99,38.4923
SO61630,2013-07-06 00:00:00.000,530,8,1,4.99,4.99,1.8663
SO61631,2013-07-06 00:00:00.000,485,4,1,21.98,21.98,8.2205
SO61631,2013-07-06 00:00:00.000,228,4,1,49.99,49.99,38.4923
SO61632,2013-07-06 00:00:00.000,479,10,1,8.99,8.99,3.3623
SO61632,2013-07-06 00:00:00.000,477,10,1,4.99,4.99,1.8663
SO61633,2013-07-06 00:00:00.000,378,1,1,2443.35,2443.35,1554.9479
SO61633,2013-07-06 00:00:00.000,479,1,1,8.99,8.99,3.3623
SO61633,2013-07-06 00:00:00.000,477,1,1,4.99,4.99,1.8663
SO61634,2013-07-06 00:00:00.000,361,4,1,2294.99,2294.99,1251.9813
SO61634,2013-07-06 00:00:00.000,537,4,1,35.00,35.00,13.09
SO61634,2013-07-06 00:00:00.000,528,4,1,4.99,4.99,1.8663
SO61635,2013-07-06 00:00:00.000,353,4,1,2319.99,2319.99,1265.6195
SO61635,2013-07-06 00:00:00.000,485,4,1,21.98,21.98,8.2205
SO61635,2013-07-06 00:00:00.000,222,4,1,34.99,34.99,13.0863
SO61635,2013-07-06 00:00:00.000,231,4,1,49.99,49.99,38.4923
SO61635,2013-07-06 00:00:00.000,467,4,1,24.49,24.49,9.1593
SO61636,2013-07-06 00:00:00.000,357,6,1,2319.99,2319.99,1265.6195
SO61636,2013-07-06 00:00:00.000,478,6,1,9.99,9.99,3.7363
SO61637,2013-07-06 00:00:00.000,353,1,1,2319.99,2319.99,1265.6195
SO61638,2013-07-06 00:00:00.000,578,10,1,1214.85,1214.85,755.1508
SO61638,2013-07-06 00:00:00.000,490,10,1,53.99,53.99,41.5723
SO61638,2013-07-06 00:00:00.000,463,10,1,24.49,24.49,9.1593
SO61639,2013-07-06 00:00:00.000,372,9,1,2443.35,2443.35,1554.9479
SO61639,2013-07-06 00:00:00.000,529,9,1,3.99,3.99,1.4923
SO61639,2013-07-06 00:00:00.000,540,9,1,32.60,32.60,12.1924
SO61639,2013-07-06 00:00:00.000,480,9,1,2.29,2.29,0.8565
SO61640,2013-07-06 00:00:00.000,565,1,1,742.35,742.35,461.4448
SO61640,2013-07-06 00:00:00.000,477,1,1,4.99,4.99,1.8663
SO61640,2013-07-06 00:00:00.000,479,1,1,8.99,8.99,3.3623
SO61641,2013-07-06 00:00:00.000,576,1,1,2384.07,2384.07,1481.9379
SO61641,2013-07-06 00:00:00.000,222,1,1,34.99,34.99,13.0863
SO61641,2013-07-06 00:00:00.000,234,1,1,49.99,49.99,38.4923
SO61642,2013-07-06 00:00:00.000,574,1,1,2384.07,2384.07,1481.9379
SO61642,2013-07-06 00:00:00.000,477,1,1,4.99,4.99,1.8663
SO61642,2013-07-06 00:00:00.000,473,1,1,63.50,63.50,23.749
SO61642,2013-07-06 00:00:00.000,479,1,1,8.99,8.99,3.3623
SO61643,2013-07-06 00:00:00.000,225,4,1,8.99,8.99,6.9223
SO61643,2013-07-06 00:00:00.000,563,4,1,2384.07,2384.07,1481.9379
SO61644,2013-07-06 00:00:00.000,584,6,1,539.99,539.99,343.6496
SO61644,2013-07-06 00:00:00.000,538,6,1,21.49,21.49,8.0373
SO61644,2013-07-06 00:00:00.000,529,6,1,3.99,3.99,1.4923
SO61644,2013-07-06 00:00:00.000,480,6,1,2.29,2.29,0.8565
SO61645,2013-07-06 00:00:00.000,584,4,1,539.99,539.99,343.6496
SO61645,2013-07-06 00:00:00.000,217,4,1,34.99,34.99,13.0863
SO61645,2013-07-06 00:00:00.000,467,4,1,24.49,24.49,9.1593
SO61646,2013-07-06 00:00:00.000,584,6,1,539.99,539.99,343.6496
SO61646,2013-07-06 00:00:00.000,477,6,1,4.99,4.99,1.8663
SO61646,2013-07-06 00:00:00.000,479,6,1,8.99,8.99,3.3623
SO61647,2013-07-06 00:00:00.000,384,1,1,1120.49,1120.49,713.0798
SO61647,2013-07-06 00:00:00.000,490,1,1,53.99,53.99,41.5723
SO61648,2013-07-06 00:00:00.000,386,4,1,1120.49,1120.49,713.0798
SO61648,2013-07-06 00:00:00.000,463,4,1,24.49,24.49,9.1593
SO61648,2013-07-06 00:00:00.000,237,4,1,49.99,49.99,38.4923
SO61649,2013-07-06 00:00:00.000,382,4,1,1120.49,1120.49,713.0798
SO61650,2013-07-06 00:00:00.000,386,4,1,1120.49,1120.49,713.0798
SO61650,2013-07-06 00:00:00.000,234,4,1,49.99,49.99,38.4923
SO61651,2013-07-06 00:00:00.000,582,6,1,1700.99,1700.99,1082.51
SO61651,2013-07-06 00:00:00.000,489,6,1,53.99,53.99,41.5723
SO61651,2013-07-06 00:00:00.000,225,6,1,8.99,8.99,6.9223
SO61652,2013-07-06 00:00:00.000,604,7,1,539.99,539.99,343.6496
SO61652,2013-07-06 00:00:00.000,217,7,1,34.99,34.99,13.0863
SO61653,2013-07-06 00:00:00.000,573,9,1,2384.07,2384.07,1481.9379
SO61653,2013-07-06 00:00:00.000,477,9,1,4.99,4.99,1.8663
SO61653,2013-07-06 00:00:00.000,479,9,1,8.99,8.99,3.3623
SO61654,2013-07-06 00:00:00.000,561,9,1,2384.07,2384.07,1481.9379
SO61654,2013-07-06 00:00:00.000,541,9,1,28.99,28.99,10.8423
SO61654,2013-07-06 00:00:00.000,530,9,1,4.99,4.99,1.8663
SO61654,2013-07-06 00:00:00.000,214,9,1,34.99,34.99,13.0863
SO61655,2013-07-06 00:00:00.000,561,9,1,2384.07,2384.07,1481.9379
SO61655,2013-07-06 00:00:00.000,541,9,1,28.99,28.99,10.8423
SO61656,2013-07-06 00:00:00.000,564,9,1,2384.07,2384.07,1481.9379
SO61656,2013-07-06 00:00:00.000,491,9,1,53.99,53.99,41.5723
SO61657,2013-07-07 00:00:00.000,538,9,1,21.49,21.49,8.0373
SO61657,2013-07-07 00:00:00.000,225,9,1,8.99,8.99,6.9223
SO61658,2013-07-07 00:00:00.000,485,9,1,21.98,21.98,8.2205
SO61658,2013-07-07 00:00:00.000,214,9,1,34.99,34.99,13.0863
SO61659,2013-07-07 00:00:00.000,530,9,1,4.99,4.99,1.8663
SO61659,2013-07-07 00:00:00.000,480,9,1,2.29,2.29,0.8565
SO61659,2013-07-07 00:00:00.000,484,9,1,7.95,7.95,2.9733
SO61660,2013-07-07 00:00:00.000,530,9,1,4.99,4.99,1.8663
SO61660,2013-07-07 00:00:00.000,480,9,1,2.29,2.29,0.8565
SO61661,2013-07-07 00:00:00.000,225,9,1,8.99,8.99,6.9223
SO61661,2013-07-07 00:00:00.000,476,9,1,69.99,69.99,26.1763
SO61662,2013-07-07 00:00:00.000,477,9,1,4.99,4.99,1.8663
SO61662,2013-07-07 00:00:00.000,478,9,1,9.99,9.99,3.7363
SO61662,2013-07-07 00:00:00.000,217,9,1,34.99,34.99,13.0863
SO61663,2013-07-07 00:00:00.000,231,9,1,49.99,49.99,38.4923
SO61663,2013-07-07 00:00:00.000,482,9,1,8.99,8.99,3.3623
SO61664,2013-07-07 00:00:00.000,465,9,1,24.49,24.49,9.1593
SO61665,2013-07-07 00:00:00.000,541,9,1,28.99,28.99,10.8423
SO61665,2013-07-07 00:00:00.000,225,9,1,8.99,8.99,6.9223
SO61665,2013-07-07 00:00:00.000,530,9,1,4.99,4.99,1.8663
SO61666,2013-07-07 00:00:00.000,372,8,1,2443.35,2443.35,1554.9479
SO61666,2013-07-07 00:00:00.000,540,8,1,32.60,32.60,12.1924
SO61666,2013-07-07 00:00:00.000,529,8,1,3.99,3.99,1.4923
SO61666,2013-07-07 00:00:00.000,480,8,1,2.29,2.29,0.8565
SO61667,2013-07-07 00:00:00.000,355,8,1,2319.99,2319.99,1265.6195
SO61667,2013-07-07 00:00:00.000,487,8,1,54.99,54.99,20.5663
SO61667,2013-07-07 00:00:00.000,237,8,1,49.99,49.99,38.4923
SO61668,2013-07-07 00:00:00.000,357,8,1,2319.99,2319.99,1265.6195
SO61668,2013-07-07 00:00:00.000,485,8,1,21.98,21.98,8.2205
SO61668,2013-07-07 00:00:00.000,478,8,1,9.99,9.99,3.7363
SO61669,2013-07-07 00:00:00.000,355,7,1,2319.99,2319.99,1265.6195
SO61670,2013-07-07 00:00:00.000,359,10,1,2294.99,2294.99,1251.9813
SO61670,2013-07-07 00:00:00.000,485,10,1,21.98,21.98,8.2205
SO61670,2013-07-07 00:00:00.000,481,10,1,8.99,8.99,3.3623
SO61671,2013-07-07 00:00:00.000,359,7,1,2294.99,2294.99,1251.9813
SO61672,2013-07-07 00:00:00.000,361,10,1,2294.99,2294.99,1251.9813
SO61672,2013-07-07 00:00:00.000,478,10,1,9.99,9.99,3.7363
SO61672,2013-07-07 00:00:00.000,477,10,1,4.99,4.99,1.8663
SO61672,2013-07-07 00:00:00.000,214,10,1,34.99,34.99,13.0863
SO61673,2013-07-07 00:00:00.000,489,6,1,53.99,53.99,41.5723
SO61674,2013-07-07 00:00:00.000,529,6,1,3.99,3.99,1.4923
SO61674,2013-07-07 00:00:00.000,487,6,1,54.99,54.99,20.5663
SO61675,2013-07-07 00:00:00.000,529,6,1,3.99,3.99,1.4923
SO61675,2013-07-07 00:00:00.000,539,6,1,24.99,24.99,9.3463
SO61675,2013-07-07 00:00:00.000,214,6,1,34.99,34.99,13.0863
SO61676,2013-07-07 00:00:00.000,529,4,1,3.99,3.99,1.4923
SO61676,2013-07-07 00:00:00.000,538,4,1,21.49,21.49,8.0373
SO61676,2013-07-07 00:00:00.000,214,4,1,34.99,34.99,13.0863
SO61677,2013-07-07 00:00:00.000,541,4,1,28.99,28.99,10.8423
SO61677,2013-07-07 00:00:00.000,530,4,1,4.99,4.99,1.8663
SO61677,2013-07-07 00:00:00.000,463,4,1,24.49,24.49,9.1593
SO61678,2013-07-07 00:00:00.000,541,4,1,28.99,28.99,10.8423
SO61678,2013-07-07 00:00:00.000,530,4,1,4.99,4.99,1.8663
SO61678,2013-07-07 00:00:00.000,222,4,1,34.99,34.99,13.0863
SO61679,2013-07-07 00:00:00.000,529,1,1,3.99,3.99,1.4923
SO61679,2013-07-07 00:00:00.000,540,1,1,32.60,32.60,12.1924
SO61680,2013-07-07 00:00:00.000,540,1,1,32.60,32.60,12.1924
SO61680,2013-07-07 00:00:00.000,529,1,1,3.99,3.99,1.4923
SO61680,2013-07-07 00:00:00.000,480,1,1,2.29,2.29,0.8565
SO61681,2013-07-07 00:00:00.000,529,1,1,3.99,3.99,1.4923
SO61681,2013-07-07 00:00:00.000,540,1,1,32.60,32.60,12.1924
SO61681,2013-07-07 00:00:00.000,480,1,1,2.29,2.29,0.8565
SO61681,2013-07-07 00:00:00.000,484,1,1,7.95,7.95,2.9733
SO61682,2013-07-07 00:00:00.000,535,4,1,24.99,24.99,9.3463
SO61682,2013-07-07 00:00:00.000,480,4,1,2.29,2.29,0.8565
SO61683,2013-07-07 00:00:00.000,529,4,1,3.99,3.99,1.4923
SO61683,2013-07-07 00:00:00.000,540,4,1,32.60,32.60,12.1924
SO61684,2013-07-07 00:00:00.000,540,4,1,32.60,32.60,12.1924
SO61684,2013-07-07 00:00:00.000,480,4,1,2.29,2.29,0.8565
